team name;player name;games;wins;win percentage;score;score per game;goals;goals per game;assists;assists per game;saves;saves per game;shots;shots per game;shots conceded;shots conceded per game;goals conceded;goals conceded per game;goals conceded while last defender;goals conceded while last defender per game;shooting percentage;bpm per game;avg boost amount per game;amount collected;amount collected per game;amount collected big pads;amount collected big pads per game;amount collected small pads;amount collected small pads per game;count collected big pads;count collected big pads per game;count collected small pads;count collected small pads per game;amount stolen;amount stolen per game;amount stolen big pads;amount stolen big pads per game;amount stolen small pads;amount stolen small pads per game;count stolen big pads;count stolen big pads per game;count stolen small pads;count stolen small pads per game;0 boost time;0 boost time per game;100 boost time;100 boost time per game;amount used while supersonic;amount used while supersonic per game;amount overfill total;amount overfill total per game;amount overfill stolen;amount overfill stolen per game;avg speed per game;total distance;total distance per game;time slow speed;time slow speed per game;time boost speed;time boost speed per game;time supersonic speed;time supersonic speed per game;time on ground;time on ground per game;time low in air;time low in air per game;time high in air;time high in air per game;time powerslide;time powerslide per game;avg powerslide time per game;count powerslide;count powerslide per game;time most back;time most back per game;time most forward;time most forward per game;time in front of ball;time in front of ball per game;time behind ball;time behind ball per game;time defensive half;time defensive half per game;time offensive half;time offensive half per game;time defensive third;time defensive third per game;time neutral third;time neutral third per game;time offensive third;time offensive third per game;avg distance to ball per game;avg distance to ball has possession per game;avg distance to ball no possession per game;avg distance to team mates per game;demos inflicted;demos inflicted per game;demos taken;demos taken per game
[OT];0Seq0;41;23;56.10;11063;269.83;20;0.49;21;0.51;42;1.02;80;1.95;272;6.63;94;2.29;31;0.76;25;307.49;52.37;72240;1761.95;50233;1225.2;22007;536.76;614;14.98;1902;46.39;13444;327.9;7470;182.2;5974;145.71;89;2.17;496;12.1;1193.15;29.1;1914.39;46.69;4736;115.51;11208;273.37;1317;32.12;1387.71;18671924;455412.78;8173.72;199.36;5112.78;124.7;1024.96;25;9246.01;225.51;4525.91;110.39;539.49;13.16;312.12;7.61;0.11;2810;68.54;4896.6;119.43;4424;107.9;4026.63;98.21;10284.85;250.85;9429.37;229.98;4882.09;119.08;6895.98;168.19;4707.5;114.82;2708;66.05;3095.95;3063.88;3131.8;3608.87;14;0.34;32;0.78
[LHK];1k1;5;3;60.00;2478;495.6;9;1.8;1;0.2;7;1.4;14;2.8;29;5.8;7;1.4;1;0.2;64.29;425.4;54.43;12422;2484.4;8505;1701;3917;783.4;110;22;336;67.2;2983;596.6;1951;390.2;1032;206.4;24;4.8;89;17.8;186.38;37.28;288.4;57.68;1713;342.6;2714;542.8;494;98.8;1570.62;2594425;518885;764.66;152.93;680.04;136.01;311.23;62.25;991.75;198.35;663.54;132.71;100.65;20.13;24.22;4.84;0.11;221;44.2;507.3;101.46;621.4;124.28;462.63;92.53;1293.29;258.66;1094.34;218.87;661.59;132.32;828.06;165.61;540.67;108.13;387.19;77.44;2881.39;2689.3;3084.33;3721.32;6;1.2;1;0.2
BLUE;2 Cans;42;13;30.95;14448;344;37;0.88;11;0.26;54;1.29;109;2.6;334;7.95;122;2.9;36;0.86;33.94;421.28;50.26;106466;2534.9;82859;1972.83;23607;562.07;990;23.57;2079;49.5;14189;337.83;8429;200.69;5760;137.14;107;2.55;504;12;1959.72;46.66;1405.27;33.46;13666;325.38;15898;378.52;2113;50.31;1608.07;23252012;553619.31;5938.85;141.4;6994.88;166.54;2454.18;58.43;8899.35;211.89;5939.37;141.41;549.16;13.08;292.08;6.95;0.1;2869;68.31;5359.4;127.6;4848.4;115.44;4175.71;99.42;11212.21;266.96;10667.66;253.99;4720.25;112.39;8261.31;196.7;4450.99;105.98;2675.65;63.71;3038.04;2928.25;3139.32;3886.61;51;1.21;39;0.93
[OT];AARAV;44;23;52.27;16463;374.16;41;0.93;17;0.39;60;1.36;132;3;306;6.95;108;2.45;38;0.86;31.06;393.71;51.47;100489;2283.84;67802;1540.95;32687;742.89;866;19.68;2942;66.86;25796;586.27;15608;354.73;10188;231.55;197;4.48;913;20.75;1409.26;32.03;2996.21;68.1;11553;262.57;19171;435.7;3897;88.57;1535.99;22236716;505379.91;7285.15;165.57;5716.32;129.92;2400.01;54.55;8638.19;196.32;6002.76;136.43;760.49;17.28;410;9.32;0.1;4251;96.61;4823.1;109.62;5573.8;126.68;4408.47;100.19;10992.98;249.84;9820.5;223.19;5580.79;126.84;7289.76;165.68;4814.65;109.42;3297;74.93;2845.12;2645.77;3052.95;3611.83;35;0.8;31;0.7
BLUE;CommanderBoy;10;3;30.00;4212;421.2;11;1.1;2;0.2;17;1.7;26;2.6;70;7;28;2.8;9;0.9;42.31;374.91;44.6;22616;2261.6;14943;1494.3;7673;767.3;186;18.6;684;68.4;4847;484.7;2571;257.1;2276;227.6;31;3.1;201;20.1;419.81;41.98;355.61;35.56;3759;375.9;3629;362.9;538;53.8;1567.36;5478964;547896.38;1598.7;159.87;1485.76;148.58;629.88;62.99;2083.69;208.37;1463.41;146.34;167.24;16.72;63.7;6.37;0.1;630;63;1231.7;123.17;1137.5;113.75;965.81;96.58;2748.53;274.85;2421;242.1;1293.34;129.33;1819.66;181.97;1087.4;108.74;807.31;80.73;2844.3;2745.95;2936.74;3916.93;15;1.5;6;0.6
[DD];Dies;41;23;56.10;14305;348.9;28;0.68;30;0.73;57;1.39;95;2.32;322;7.85;89;2.17;25;0.61;29.47;288.17;57.63;77722;1895.66;49349;1203.63;28373;692.02;702;17.12;2611;63.68;16398;399.95;8235;200.85;8163;199.1;119;2.9;738;18;582.37;14.2;2352.23;57.37;3475;84.76;21377;521.39;3617;88.22;1411.94;20165732;491847.12;8423.82;205.46;5617.56;137.01;1182.9;28.85;9440.68;230.26;5294.9;129.14;488.69;11.92;211.42;5.16;0.14;1552;37.85;4968.5;121.18;4791.5;116.87;4498.52;109.72;10725.81;261.61;9958.54;242.89;5265.74;128.43;7392.8;180.31;4816.99;117.49;3014.51;73.52;3217.72;3200.65;3228.43;3830.37;45;1.1;33;0.8
BLUE;Doemo_;41;13;31.71;8541;208.32;16;0.39;22;0.54;32;0.78;46;1.12;323;7.88;119;2.9;37;0.9;34.78;340.61;49.83;86714;2114.98;58003;1414.71;28711;700.27;732;17.85;2532;61.76;17538;427.76;10545;257.2;6993;170.56;133;3.24;613;14.95;1767.97;43.12;1940.98;47.34;10140;247.32;15197;370.66;2638;64.34;1525.82;21292832;519337.38;6844.54;166.94;6397.93;156.05;1649.86;40.24;9904.48;241.57;4562.71;111.29;425.12;10.37;291.62;7.11;0.12;2473;60.32;4935.5;120.38;5058.2;123.37;4700.63;114.65;10191.69;248.58;10271.86;250.53;4620.42;112.69;7575.82;184.78;4720.7;115.14;2595.82;63.31;3505.55;3550.59;3468.4;4029.15;34;0.83;42;1.02
[TRF];DreamZ.;64;33;51.56;21206;331.34;44;0.69;38;0.59;80;1.25;157;2.45;431;6.73;131;2.05;48;0.75;28.03;433.15;47.98;160971;2515.17;116334;1817.72;44637;697.45;1378;21.53;3758;58.72;32033;500.52;20589;321.7;11444;178.81;236;3.69;924;14.44;3627.9;56.69;2205.76;34.47;20731;323.92;17608;275.12;1894;29.59;1540.63;32619212;509675.19;9814.41;153.35;9613.21;150.21;3036.37;47.44;13233.9;206.78;8319.32;129.99;910.7;14.23;316.03;4.94;0.13;2507;39.17;7775.8;121.5;7082.3;110.66;6083.86;95.06;16380.1;255.94;15091.55;235.81;7372.41;115.19;11330.19;177.03;6849.04;107.02;4284.73;66.95;3224.91;3195.18;3250.83;3944.91;74;1.16;52;0.81
[AA];G_Llama;49;19;38.78;10463;213.53;27;0.55;20;0.41;36;0.73;80;1.63;379;7.73;110;2.24;32;0.65;33.75;355.53;48.74;102143;2084.55;71030;1449.59;31113;634.96;881;17.98;2737;55.86;16506;336.86;7871;160.63;8635;176.22;103;2.1;744;15.18;2187.74;44.65;1741.69;35.54;17360;354.29;17188;350.78;2339;47.73;1489.77;24494388;499885.47;8460.98;172.67;7043;143.73;1957.37;39.95;12285.63;250.73;4881.13;99.61;294.64;6.01;337.33;6.88;0.14;2472;50.45;4327.2;88.31;6410;130.82;5155.84;105.22;12305.6;251.13;11356.29;231.76;6105.11;124.59;8361.71;170.65;5505.19;112.35;3594.49;73.36;2926.74;2914.33;2933.63;3523.03;22;0.45;33;0.67
[DD];GabeFRFX;10;4;40.00;2678;267.8;5;0.5;8;0.8;7;0.7;18;1.8;87;8.7;33;3.3;9;0.9;27.78;289.6;51.68;17855;1785.5;10647;1064.7;7208;720.8;132;13.2;629;62.9;2527;252.7;1061;106.1;1466;146.6;15;1.5;126;12.6;406.18;40.62;485.78;48.58;945;94.5;2625;262.5;457;45.7;1378.06;4997619;499761.91;2259.39;225.94;1410.58;141.06;235.42;23.54;2599.4;259.94;1235.4;123.54;70.62;7.06;134.66;13.47;0.1;1302;130.2;1494.5;149.45;1098.5;109.85;868.68;86.87;3036.71;303.67;2790.46;279.05;1114.94;111.49;2207.77;220.78;1123.1;112.31;574.52;57.45;2803.86;2887.74;2739.96;3529.58;6;0.6;7;0.7
