player name,WAR,cluster,teammate_WAR,performance,avg_performance,cWAR
argon,1.9446689433870257,3,2.609645194466359,0.7451851874387418,0.5172283348364688,2.2752147157986613
deso,2.4060512510793335,2,4.053652502158667,0.5935514328862805,0.5172283348364688,2.516722534305642
dies,1.9663412510793334,3,4.493362502158667,0.43761019729315825,0.5172283348364688,1.8508920400913809
domo,1.9632930692611517,3,4.031635380946545,0.4869718820654389,0.5172283348364688,1.9194201062970344
elatedthug,1.700085389010368,4,4.432955260779357,0.38351061289787897,0.5172283348364688,1.506189802285309
fernado,2.3005940097000233,2,3.8324466400897017,0.6002938137831909,0.5172283348364688,2.4210419917885115
front flip freddy,2.0873112510793335,3,4.372392502158667,0.47738423530111257,0.5172283348364688,2.0295358496969533
g_llama,1.545145733837954,4,4.929541467675907,0.3134461377330561,0.5172283348364688,1.2496540959409668
greensleeves,3.094981621449704,1,3.4748243540105186,0.890687213550114,0.5172283348364688,3.6365106525763355
hotshot,3.152619871768988,1,3.3220673297448737,0.9489933703454172,0.5172283348364688,3.778694962442615
jmc,1.4776112510793336,4,3.987212709531939,0.37058751532039313,0.5172283348364688,1.2649767002830608
kail,1.9225933939364763,3,3.542230566674796,0.5427634813002237,0.5172283348364688,1.9596202901019217
king,2.031232218821269,3,4.660440244094151,0.4358455666061392,0.5172283348364688,1.9132242288064814
leagueson,2.1323612510793337,3,4.000679398710391,0.5329997829285433,0.5172283348364688,2.1552304275578336
lukethighwalkr4,1.937772541401914,3,4.753899921513506,0.4076174453384333,0.5172283348364688,1.7788327432767432
luma,1.4850439433870257,4,3.069270194466359,0.48384268874875774,0.5172283348364688,1.4366335356824673
pastamafia,1.2762038436719259,5,5.293602131788297,0.24108420162676558,0.5172283348364688,0.8757847522221923
penquan,1.7769215959069196,4,4.697765605606942,0.37824824503506593,0.5172283348364688,1.575395383341616
ral days,2.722667702692237,1,3.969004760223183,0.6859824734851507,0.5172283348364688,2.9673673748912233
renshirokamazaki,1.4451543545276093,4,4.211869053882805,0.3431147398078204,0.5172283348364688,1.1926832745880829
roo,1.1246012510793335,5,3.4297128867740514,0.3278995321783686,0.5172283348364688,0.8500675636732289
rubber ducky,2.347315796533879,2,3.6476126536738183,0.6435211244729342,0.5172283348364688,2.5304449598990226
sales,2.1986205103385927,2,4.37118546512163,0.5029803763491,0.5172283348364688,2.177960449499302
snipey,2.0646193155954626,3,3.40020464501581,0.6072044277163978,0.5172283348364688,2.1950879406008625
tortle,1.6843195844126666,4,4.3106088657950306,0.39073820818628546,0.5172283348364688,1.500904275161228
toucan,1.9393957338379542,3,3.7176276745724604,0.5216756231676674,0.5172283348364688,1.9458444645507706
vpr.vnm,2.272473320044851,2,3.3845500883655637,0.6714255250222203,0.5172283348364688,2.496064884640549
