team name;player name;games;wins;win percentage;score;score per game;goals;goals per game;assists;assists per game;saves;saves per game;shots;shots per game;shots conceded;shots conceded per game;goals conceded;goals conceded per game;goals conceded while last defender;goals conceded while last defender per game;shooting percentage;bpm per game;avg boost amount per game;amount collected;amount collected per game;amount collected big pads;amount collected big pads per game;amount collected small pads;amount collected small pads per game;count collected big pads;count collected big pads per game;count collected small pads;count collected small pads per game;amount stolen;amount stolen per game;amount stolen big pads;amount stolen big pads per game;amount stolen small pads;amount stolen small pads per game;count stolen big pads;count stolen big pads per game;count stolen small pads;count stolen small pads per game;0 boost time;0 boost time per game;100 boost time;100 boost time per game;amount used while supersonic;amount used while supersonic per game;amount overfill total;amount overfill total per game;amount overfill stolen;amount overfill stolen per game;avg speed per game;total distance;total distance per game;time slow speed;time slow speed per game;time boost speed;time boost speed per game;time supersonic speed;time supersonic speed per game;time on ground;time on ground per game;time low in air;time low in air per game;time high in air;time high in air per game;time powerslide;time powerslide per game;avg powerslide time per game;count powerslide;count powerslide per game;time most back;time most back per game;time most forward;time most forward per game;time in front of ball;time in front of ball per game;time behind ball;time behind ball per game;time defensive half;time defensive half per game;time offensive half;time offensive half per game;time defensive third;time defensive third per game;time neutral third;time neutral third per game;time offensive third;time offensive third per game;avg distance to ball per game;avg distance to ball has possession per game;avg distance to ball no possession per game;avg distance to team mates per game;demos inflicted;demos inflicted per game;demos taken;demos taken per game
T2;Ab0ve 117;25;11;44.00;4280;171.2;8;0.32;11;0.44;16;0.64;29;1.16;221;8.84;61;2.44;11;0.44;27.59;252.52;49.51;38507;1540.28;16700;668;21807;872.28;212;8.48;1894;75.76;7575;303;2924;116.96;4651;186.04;35;1.4;410;16.4;421.15;16.85;729.49;29.18;3185;127.4;4726;189.04;588;23.52;1353.03;11512563;460502.53;5465.64;218.63;3046.03;121.84;530.37;21.21;6679.82;267.19;2280.48;91.22;81.76;3.27;161.76;6.47;0.22;759;30.36;3316.4;132.66;2306.7;92.27;2256.62;90.26;6785.48;271.42;6086.35;243.45;2955.64;118.23;4605.28;184.21;2864.45;114.58;1572.38;62.9;2975;3060.45;2901.44;3256.65;20;0.8;29;1.16
FEAR THE EARS;Anna (Top G);44;26;59.09;13733;312.11;26;0.59;33;0.75;47;1.07;120;2.73;311;7.07;101;2.3;32;0.73;21.67;386.85;48.37;103763;2358.25;71241;1619.11;32522;739.14;859;19.52;2836;64.45;22464;510.55;12422;282.32;10042;228.23;149;3.39;862;19.59;1786.75;40.61;1592.7;36.2;14954;339.86;15009;341.11;2308;52.45;1589.22;23785180;540572.25;6558.36;149.05;6922.14;157.32;2505.44;56.94;8990.49;204.33;6337.19;144.03;658.23;14.96;367.47;8.35;0.09;3941;89.57;5291;120.25;5101.5;115.94;4193.88;95.32;11792;268;10048.48;228.37;5937.44;134.94;7344.2;166.91;5174.71;117.61;3466.94;78.79;3218.11;3162.03;3272.57;3813.2;36;0.82;48;1.09
[T3];Arxh13;39;20;51.28;12151;311.56;35;0.9;20;0.51;29;0.74;95;2.44;296;7.59;91;2.33;27;0.69;36.84;382.13;44.95;91320;2341.54;64270;1647.95;27050;693.59;726;18.62;2338;59.95;15968;409.44;8241;211.31;7727;198.13;96;2.46;650;16.67;2437.69;62.5;1193.71;30.61;11092;284.41;8409;215.62;1427;36.59;1466.22;20185832;517585.44;7369.28;188.96;5789.63;148.45;1467.08;37.62;9002;230.82;5034.97;129.1;589.1;15.11;355.74;9.12;0.12;3055;78.33;4517.2;115.83;4646.7;119.15;4034.03;103.44;10591.98;271.59;9473.98;242.92;5152.03;132.1;6816.31;174.78;4927.53;126.35;2882.13;73.9;3081.71;3031.48;3134.95;3803.3;18;0.46;32;0.82
[LP];Brightsido;38;19;50.00;10858;285.74;17;0.45;25;0.66;40;1.05;89;2.34;318;8.37;96;2.53;28;0.74;19.1;398.28;45.56;91810;2416.05;59362;1562.16;32448;853.89;724;19.05;2851;75.03;15050;396.05;6804;179.05;8246;217;87;2.29;710;18.68;1860.01;48.95;1090.01;28.68;11584;304.84;11224;295.37;1206;31.74;1493.01;19643144;516924.84;6533.04;171.92;5928.77;156.02;1507.53;39.67;9034.93;237.76;4571.87;120.31;362.55;9.54;289.47;7.62;0.15;1916;50.42;4817.9;126.79;4080.1;107.37;4001.93;105.31;9967.44;262.3;9357.94;246.26;4611.41;121.35;7059.29;185.77;4253.99;111.95;2656.11;69.9;3069.87;3076.75;3066.23;3778.33;32;0.84;38;1
T2;DaFlightlessBird;13;5;38.46;3620;278.46;4;0.31;7;0.54;19;1.46;20;1.54;131;10.08;48;3.69;9;0.69;20;425.01;50.23;31372;2413.23;25342;1949.38;6030;463.85;298;22.92;535;41.15;4658;358.31;3085;237.31;1573;121;36;2.77;150;11.54;676.55;52.04;438.7;33.75;5536;425.85;4015;308.85;546;42;1633.61;6841916;526301.25;1729.09;133.01;1970.27;151.56;789.84;60.76;2609.14;200.7;1683.03;129.46;197.04;15.16;78.44;6.03;0.11;742;57.08;1569.8;120.75;1460.4;112.34;1297.12;99.78;3192.13;245.55;2972.27;228.64;1516.98;116.69;2272.96;174.84;1339.68;103.05;876.58;67.43;3035.36;2798.94;3238.25;3483.36;23;1.77;11;0.85
[CI];DustyJsty;32;19;59.38;8904;278.25;23;0.72;12;0.38;34;1.06;74;2.31;254;7.94;70;2.19;28;0.88;31.08;366.18;45.87;66735;2085.47;46959;1467.47;19776;618;532;16.62;1611;50.34;11255;351.72;6924;216.38;4331;135.34;77;2.41;365;11.41;1587.38;49.61;882.08;27.57;6151;192.22;6056;189.25;686;21.44;1450.01;15584477;487014.91;5726.49;178.95;4397.19;137.41;1283.12;40.1;6444.29;201.38;4442.15;138.82;520.31;16.26;219.06;6.85;0.15;1418;44.31;4210;131.56;3268.1;102.13;2703.12;84.47;8703.63;271.99;8111.85;253.5;3294.94;102.97;6385.78;199.56;3167.41;98.98;1853.6;57.92;3039.63;3060.95;3019.93;3567.42;17;0.53;24;0.75
9 DEGREE TILT;Eepy Dies;30;9;30.00;9979;332.63;12;0.4;19;0.63;49;1.63;71;2.37;246;8.2;84;2.8;29;0.97;16.9;314.67;56.88;60086;2002.87;36089;1202.97;23997;799.9;492;16.4;2162;72.07;12444;414.8;5743;191.43;6701;223.37;80;2.67;584;19.47;471.69;15.72;1497.11;49.9;3783;126.1;13012;433.73;2194;73.13;1446.42;14707139;490237.97;5656.44;188.55;4270.71;142.36;896.34;29.88;6882.04;229.4;3545.79;118.19;395.69;13.19;148.18;4.94;0.11;1397;46.57;4149.9;138.33;2897.8;96.59;2950.75;98.36;7872.75;262.42;7267.46;242.25;3556.02;118.53;5552.78;185.09;3292.5;109.75;1978.19;65.94;2999.98;2985.47;3007.95;3644.43;36;1.2;28;0.93
[POTG];Front Flip Freddy;46;25;54.35;14558;316.48;38;0.83;20;0.43;40;0.87;124;2.7;341;7.41;94;2.04;34;0.74;30.65;344.18;50.34;98699;2145.63;65198;1417.35;33501;728.28;772;16.78;2913;63.33;20485;445.33;10514;228.57;9971;216.76;130;2.83;855;18.59;1968.83;42.8;2042.22;44.4;12796;278.17;11791;256.33;2452;53.3;1483.52;23797574;517338.56;8352;181.57;6838.31;148.66;1772.2;38.53;10624.24;230.96;5583.82;121.39;754.42;16.4;319.8;6.95;0.09;3468;75.39;4822.7;104.84;5653.3;122.9;4985.22;108.37;11977.28;260.38;10747.43;233.64;6215.09;135.11;7946.94;172.76;5302.7;115.28;3712.79;80.71;2814.89;2802.48;2827.58;3612.86;34;0.74;53;1.15
T2;GoW_Caaloz;13;5;38.46;1852;142.46;5;0.38;4;0.31;6;0.46;18;1.38;131;10.08;48;3.69;15;1.15;27.78;223.15;49.1;16654;1281.08;7049;542.23;9605;738.85;84;6.46;854;65.69;3231;248.54;1155;88.85;2076;159.69;14;1.08;187;14.38;227.31;17.49;285.4;21.95;1105;85;1478;113.69;271;20.85;1369.87;5701962;438612.47;2656.05;204.31;1613.2;124.09;204.18;15.71;3369.15;259.17;1060.07;81.54;44.25;3.4;50.84;3.91;0.17;296;22.77;1589.5;122.27;1251.4;96.26;1267.29;97.48;3206.16;246.63;3006.13;231.24;1467.26;112.87;2247.74;172.9;1395.34;107.33;830.36;63.87;2975.96;3082.59;2881.59;3263.46;7;0.54;13;1
FEAR THE EARS;GreenSleeves;44;26;59.09;22735;516.7;74;1.68;32;0.73;58;1.32;196;4.45;311;7.07;101;2.3;33;0.75;37.76;444.58;49.05;115723;2630.07;79271;1801.61;36452;828.45;926;21.05;3211;72.98;34457;783.11;21109;479.75;13348;303.36;246;5.59;1158;26.32;2297.99;52.23;995.22;22.62;11404;259.18;8865;201.48;2486;56.5;1590.91;23807160;541071.81;6720.57;152.74;6351.74;144.36;2911.5;66.17;8281.8;188.22;6845.48;155.58;856.45;19.46;395.32;8.98;0.08;4892;111.18;3924.9;89.2;5802.7;131.88;4422.96;100.52;11560.82;262.75;9240.75;210.02;6742.94;153.25;6820.3;155.01;4892.63;111.2;4270.82;97.06;2618.96;2446.15;2773.51;3678.26;55;1.25;49;1.11
