team name;player name;games;wins;win percentage;score;score per game;goals;goals per game;assists;assists per game;saves;saves per game;shots;shots per game;shots conceded;shots conceded per game;goals conceded;goals conceded per game;goals conceded while last defender;goals conceded while last defender per game;shooting percentage;bpm per game;avg boost amount per game;amount collected;amount collected per game;amount collected big pads;amount collected big pads per game;amount collected small pads;amount collected small pads per game;count collected big pads;count collected big pads per game;count collected small pads;count collected small pads per game;amount stolen;amount stolen per game;amount stolen big pads;amount stolen big pads per game;amount stolen small pads;amount stolen small pads per game;count stolen big pads;count stolen big pads per game;count stolen small pads;count stolen small pads per game;0 boost time;0 boost time per game;100 boost time;100 boost time per game;amount used while supersonic;amount used while supersonic per game;amount overfill total;amount overfill total per game;amount overfill stolen;amount overfill stolen per game;avg speed per game;total distance;total distance per game;time slow speed;time slow speed per game;time boost speed;time boost speed per game;time supersonic speed;time supersonic speed per game;time on ground;time on ground per game;time low in air;time low in air per game;time high in air;time high in air per game;time powerslide;time powerslide per game;avg powerslide time per game;count powerslide;count powerslide per game;time most back;time most back per game;time most forward;time most forward per game;time in front of ball;time in front of ball per game;time behind ball;time behind ball per game;time defensive half;time defensive half per game;time offensive half;time offensive half per game;time defensive third;time defensive third per game;time neutral third;time neutral third per game;time offensive third;time offensive third per game;avg distance to ball per game;avg distance to ball has possession per game;avg distance to ball no possession per game;avg distance to team mates per game;demos inflicted;demos inflicted per game;demos taken;demos taken per game
[HATE];Argon;40;23;57.50;15361;384.02;41;1.02;34;0.85;51;1.27;122;3.05;305;7.62;85;2.12;22;0.55;33.61;476.62;51.41;119046;2976.15;91504;2287.6;27542;688.55;1153;28.83;2470;61.75;27839;695.97;18844;471.1;8995;224.88;231;5.78;810;20.25;1843.25;46.08;1708.24;42.71;18036;450.9;23862;596.55;4179;104.47;1725.75;24225040;605626;4683.23;117.08;6728.21;168.21;3506.97;87.67;7585.03;189.63;6522.13;163.05;811.22;20.28;278.45;6.96;0.09;3056;76.4;4122.6;103.07;5697.5;142.44;5052.5;126.31;9865.92;246.65;9275.49;231.89;5642.87;141.07;6773.52;169.34;4654.41;116.36;3490.43;87.26;3243.2;3026.64;3460.33;4011.65;63;1.58;31;0.77
HunniBuckets & Aye_Mello_ & GmedatShhhh;Aye_Mello_;1;0;0.00;130;130;0;0;0;0;0;0;1;1;6;6;3;3;2;2;0;515;54.47;2704;2704;2020;2020;684;684;27;27;47;47;429;429;314;314;115;115;4;4;10;10;29.73;29.73;56.84;56.84;325;325;565;565;88;88;1636;506986;506986;112.28;112.28;156.55;156.55;53.09;53.09;184.11;184.11;130.78;130.78;7.02;7.02;4.79;4.79;0.13;38;38;132.1;132.1;105.5;105.5;109.58;109.58;212.34;212.34;227.75;227.75;94.17;94.17;177.47;177.47;88.97;88.97;55.49;55.49;3204;2917;3439;4109;0;0;2;2
YYAAAWNN;Brictone;37;12;32.43;11199;302.68;27;0.73;19;0.51;44;1.19;85;2.3;334;9.03;113;3.05;34;0.92;31.76;338.94;47.41;76716;2073.41;42530;1149.46;34186;923.95;532;14.38;2993;80.89;16488;445.62;8546;230.97;7942;214.65;109;2.95;692;18.7;1285.22;34.74;887.13;23.98;11371;307.32;10542;284.92;2086;56.38;1477.98;19024334;514171.19;6998.29;189.14;5373.93;145.24;1316.51;35.58;9029.47;244.04;4270.52;115.42;388.69;10.51;336.84;9.1;0.13;2664;72;4458.1;120.49;4340.8;117.32;3931.17;106.25;9757.53;263.72;9358.91;252.94;4329.66;117.02;6976.24;188.55;4319.03;116.73;2393.47;64.69;2804.01;2760.63;2845.98;3549.6;20;0.54;37;1
TEMU;Brightsido;55;28;50.91;15742;286.22;31;0.56;31;0.56;58;1.05;102;1.85;406;7.38;119;2.16;37;0.67;30.39;366.85;47.12;120443;2189.87;76224;1385.89;44219;803.98;947;17.22;3801;69.11;22821;414.93;11208;203.78;11613;211.15;143;2.6;1007;18.31;2213.07;40.24;1575.28;28.64;13280;241.45;16458;299.24;2455;44.64;1453.68;26924874;489543.16;9673.72;175.89;8106.42;147.39;1866.82;33.94;12583.33;228.79;6516.57;118.48;547.01;9.95;416.76;7.58;0.15;2821;51.29;6329.9;115.09;6753.2;122.79;5528.39;100.52;14118.56;256.7;12889.47;234.35;6757.34;122.86;9701.12;176.38;5982.24;108.77;3963.58;72.07;3000.79;2962.19;3032.83;3587.2;43;0.78;45;0.82
NO IDEA;DaFlightlessBird;16;8;50.00;5566;347.88;16;1;6;0.38;19;1.19;44;2.75;113;7.06;39;2.44;13;0.81;36.36;399.67;55.11;37434;2339.62;30199;1887.44;7235;452.19;389;24.31;647;40.44;7816;488.5;5278;329.88;2538;158.62;72;4.5;211;13.19;721.37;45.09;634.25;39.64;6052;378.25;8427;526.69;1869;116.81;1634.09;8430691;526918.19;2030.96;126.94;2455.16;153.45;998.96;62.43;3166.01;197.88;2074.37;129.65;244.73;15.3;91.22;5.7;0.11;845;52.81;1732.5;108.28;2008;125.5;1642.98;102.69;3842.14;240.13;3466.49;216.66;2018.64;126.17;2597.25;162.33;1634.18;102.14;1253.68;78.35;3105.68;2957.78;3232.09;3813.02;27;1.69;24;1.5
IN COPPER;DayStarr_;47;23;48.94;10134;215.62;13;0.28;22;0.47;52;1.11;61;1.3;378;8.04;127;2.7;53;1.13;21.31;326.66;42.46;90219;1919.55;59482;1265.57;30737;653.98;690;14.68;2643;56.23;11165;237.55;4226;89.91;6939;147.64;51;1.09;597;12.7;3015.79;64.17;1348.17;28.68;7705;163.94;9434;200.72;822;17.49;1509.82;24566972;522701.53;8110.09;172.56;7485.37;159.26;1755.31;37.35;11081.46;235.78;5861.55;124.71;407.67;8.67;262.32;5.58;0.11;2330;49.57;7158.4;152.31;5042.2;107.28;4483.6;95.4;12867.13;273.77;12139.24;258.28;5211.46;110.88;9393.45;199.86;5114.78;108.83;2842.41;60.48;3142.1;3182.03;3099.44;3592.43;21;0.45;39;0.83
[FISH];Fernado;67;46;68.66;27473;410.04;73;1.09;51;0.76;94;1.4;211;3.15;490;7.31;147;2.19;50;0.75;34.6;334.47;52.31;142623;2128.7;94063;1403.93;48560;724.78;1208;18.03;4319;64.46;31609;471.78;18023;269;13586;202.78;238;3.55;1209;18.04;1833.56;27.37;3116.49;46.51;14504;216.48;27167;405.48;5740;85.67;1511.94;36111736;538981.12;12710.68;189.71;9494.78;141.71;3296.79;49.21;15732.08;234.81;8509.46;127.01;1260.6;18.81;501.79;7.49;0.1;5070;75.67;8523.1;127.21;8128.8;121.33;6827.2;101.9;18675.01;278.73;16770.65;250.31;8731.45;130.32;12077.47;180.26;8575.43;127.99;4849.24;72.38;3115.27;3047.6;3183.23;3765.16;77;1.15;61;0.91
[FISH];Front Flip Freddy;67;46;68.66;22028;328.78;61;0.91;34;0.51;69;1.03;189;2.82;490;7.31;147;2.19;59;0.88;32.28;345.99;52.57;149156;2226.21;98721;1473.45;50435;752.76;1163;17.36;4517;67.42;29190;435.67;14919;222.67;14271;213;182;2.72;1260;18.81;2528.3;37.74;2975.16;44.41;12935;193.06;17848;266.39;3152;47.04;1474.88;35282896;526610.38;12555.14;187.39;10478.5;156.4;2475.5;36.95;15965.65;238.29;8337.92;124.45;1205.59;17.99;501.05;7.48;0.09;5390;80.45;8870.8;132.4;7697.5;114.89;6556.72;97.86;18952.36;282.87;16553.15;247.06;8955.98;133.67;12433.42;185.57;7858.83;117.3;5216.85;77.86;2959.38;2941.22;2972.7;3658.35;61;0.91;62;0.93
HunniBuckets & Aye  _Mello_ & GmedatShhhh;GmedatShhhh;1;0;0.00;224;224;0;0;0;0;1;1;2;2;6;6;3;3;1;1;0;455;50.15;2331;2331;1733;1733;598;598;20;20;44;44;739;739;547;547;192;192;6;6;16;16;49.3;49.3;25.56;25.56;382;382;274;274;52;52;1591;494290;494290;124.15;124.15;155.22;155.22;42.68;42.68;182.18;182.18;125.04;125.04;14.83;14.83;3.67;3.67;0.15;24;24;71.2;71.2;134;134;131.33;131.33;190.71;190.71;191.63;191.63;130.42;130.42;126.8;126.8;120.62;120.62;74.62;74.62;2711;2120;3205;4071;1;1;2;2
[HATE];GreenCheeze;43;23;53.49;19554;454.74;55;1.28;27;0.63;69;1.6;172;4;334;7.77;96;2.23;31;0.72;31.98;404.09;51.63;104718;2435.3;75478;1755.3;29240;680;891;20.72;2585;60.12;23787;553.19;15546;361.53;8241;191.65;176;4.09;740;17.21;2073.25;48.22;1084.3;25.22;7862;182.84;13521;314.44;2143;49.84;1545.56;23122196;537725.5;7171.16;166.77;6466.55;150.38;2309.14;53.7;8515.8;198.04;6546.77;152.25;884.31;20.57;328.74;7.65;0.11;3002;69.81;4793.4;111.47;4906.7;114.11;4426.5;102.94;11520.34;267.91;10178.31;236.7;5768.54;134.15;7556.34;175.73;4931.58;114.69;3458.93;80.44;2791.85;2685.5;2899.31;3825.71;32;0.74;44;1.02
