player name,WAR
azapatos,4.222249123304252
kade,3.6792415938194174
mini,3.479013566193256
peak,3.185958520612253
greensleeves,3.119222004981056
hotshot,2.907366153521858
shaunch,2.9
aarav,2.897786069600978
venom,2.8579457229059653
leon,2.8504900609015076
terminator,2.7628475614478183
ral days,2.631554714283118
chyaboi,2.621749085297517
kooks,2.549695687278846
bylebukong,2.494241079213744
rubber ducky,2.46114707717222
greencheeze,2.395
vpr.vnm,2.358031891036407
snipey,2.3567910253232185
deso,2.3162886793111506
tipsy,2.2832826024493373
fernado,2.2702078997667723
pops,2.2378920012858847
leagueson,2.186125178804637
sooper,2.173236464653975
argon,2.1277966416645437
capi,2.065754879034296
bern1s,2.033690632836109
sales,2.0229417642872143
theodorelasso,2.0
domo,1.9609230452473123
dreamz,1.9597540681654233
arby,1.941884480702036
senor brightside,1.9260006116934685
brictone,1.9227
jbassfox,1.9227
toucan,1.9190927091555643
wika,1.8918282858809436
rutface,1.8596
luma,1.818625445130473
vt stormzy,1.7981057769385222
kail,1.7756258383867183
tophatbear,1.744524672628236
penquan,1.740352913012314
uncledrug,1.7002353653162576
double unicycle,1.67855921550051
dies,1.6780913016817938
king,1.6604610010027998
front flip freddy,1.6155024974955317
testie,1.5963997621467736
malmoo,1.5432
waycey,1.5431974827246315
tortle,1.5256370244239008
awe,1.508107069546351
shooopen,1.4200749275460447
lukethighwalkr4,1.38130223128896
elatedthug,1.375301670000932
jmc,1.2978611869422612
phrez,1.2853098505141236
renshirokamazaki,1.2645529492173109
yopazzy,1.1554371773100596
g_llama,1.1280223945359331
notmylos,1.0766863212409559
beeholder,1.0451382079815699
gangster.goose,0.9742298291314094
uday,0.9593290249279574
roo,0.9477612124630044
pastamafia,0.9047951310970006
mistermirz,0.9045374150789467
