replay id;replay title;map;date;result;team name;opposing team name;player name;car id;car name;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;percentage most back;time most forward;percentage most forward;time in front of ball;percentage in front of ball;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;demos inflicted;demos taken
76653c21-410a-461c-a86c-f946214fbb25;37731_Game1.replay;Champions Field;2023-11-04 03:12:11;win;[BSG];[TLC];BeeHolder;7651;Redline;425;0;1;3;2;9;0;0;0;237;43.18;1209;732;477;8;41;72;0;72;0;6;87.41;23.22;10;83;0;1206;375794;229.71;71.73;82.44;25.74;8.08;2.52;204.5;63.86;109.45;34.18;6.29;1.96;10.94;0.11;102;155.1;48.47;67.4;21.06;57.9;18.08;262.33;81.92;57.9;18.08;276.19;86.24;44.05;13.76;228.17;71.25;69.71;21.77;22.35;6.98;3053;2869;3229;3615;0;0
76653c21-410a-461c-a86c-f946214fbb25;37731_Game1.replay;Champions Field;2023-11-04 03:12:11;win;[BSG];[TLC];Argon;4284;Fennec;286;1;0;1;4;9;0;0;25;564;54.68;2985;2302;683;29;64;662;462;200;5;17;33.99;24.92;818;609;37;1762;545348;85.03;26.8;148.72;46.88;83.48;26.32;175;55.17;130.02;40.99;12.21;3.85;5.01;0.08;62;60.6;18.94;167.6;52.38;126.13;39.76;191.1;60.24;126.13;39.76;228.67;72.08;88.56;27.92;173.12;54.57;90.33;28.47;53.78;16.95;2951;2667;3229;3688;1;1
76653c21-410a-461c-a86c-f946214fbb25;37731_Game1.replay;Champions Field;2023-11-04 03:12:11;win;[BSG];[TLC];aarav;4284;Fennec;352;0;0;2;0;9;0;0;0;361;42.58;1947;1145;802;13;65;145;0;145;0;12;44.79;30.53;307;164;0;1444;446302;156.88;49.46;113.62;35.82;46.66;14.71;167.36;52.77;133.47;42.08;16.33;5.15;8.17;0.1;83;114.6;35.81;89.9;28.09;91.56;28.87;225.61;71.13;91.56;28.87;237.25;74.8;79.91;25.2;191.14;60.26;81.59;25.72;44.44;14.01;2628;2696;2562;3448;2;1
76653c21-410a-461c-a86c-f946214fbb25;37731_Game1.replay;Champions Field;2023-11-04 03:12:11;loss;[TLC];[BSG];G_Llama;4284;Fennec;117;0;0;1;1;6;1;1;0;353;51.36;1861;1154;707;15;65;621;349;272;4;26;20.43;38.59;410;372;59;1560;487103;134.69;42.06;135.72;42.38;49.83;15.56;207.98;64.95;111.68;34.87;0.58;0.18;4.94;0.18;28;83.4;26.06;123.6;38.62;92.42;28.86;227.82;71.14;92.42;28.86;153.31;47.87;166.92;52.13;113.78;35.53;86.36;26.97;120.09;37.5;2449;2235;2671;3231;0;0
76653c21-410a-461c-a86c-f946214fbb25;37731_Game1.replay;Champions Field;2023-11-04 03:12:11;loss;[TLC];[BSG];Terminator;23;Octane;433;0;0;2;6;6;1;0;0;420;50.56;2105;1367;738;19;64;621;388;233;6;21;22.84;27.66;190;401;78;1600;486669;109.24;35.09;159.48;51.23;42.61;13.69;192.47;61.82;100.12;32.16;18.75;6.02;9.58;0.11;85;129.3;40.41;94.6;29.56;57.89;18.59;253.45;81.41;57.89;18.59;180.38;57.94;130.95;42.06;126.83;40.74;100.71;32.35;83.79;26.91;2741;2666;2827;3426;2;3
76653c21-410a-461c-a86c-f946214fbb25;37731_Game1.replay;Champions Field;2023-11-04 03:12:11;loss;[TLC];[BSG];TiPSY-Jr;4284;Fennec;144;0;0;0;2;6;1;0;0;353;58.82;1859;1252;607;15;50;310;100;210;1;19;21.5;44.33;84;283;0;1463;456750;165.76;51.75;129.53;40.44;25.02;7.81;200.2;62.5;111.2;34.72;8.91;2.78;7.17;0.11;66;118.2;36.94;104;32.5;82.16;25.65;238.15;74.35;82.16;25.65;180.18;56.25;140.12;43.75;122.23;38.16;109.62;34.22;88.46;27.62;2772;2724;2840;3447;0;0
6237f6cb-e839-4e13-90ab-441fc691f487;37731_Game2.replay;Champions Field;2023-11-04 03:19:52;loss;[BSG];[TLC];BeeHolder;7651;Redline;166;0;0;2;1;10;3;1;0;255;39.91;1458;1052;406;11;35;23;0;23;0;2;77.77;48.01;26;62;0;1253;402543;231.74;67.85;96.25;28.18;13.55;3.97;211.57;61.95;120.35;35.24;9.62;2.82;13.65;0.12;113;145;41.91;74.1;21.42;89.31;26.15;252.23;73.85;89.31;26.15;303.09;88.74;38.44;11.26;239.29;70.06;87.13;25.51;15.12;4.43;3300;3497;3140;3690;0;1
6237f6cb-e839-4e13-90ab-441fc691f487;37731_Game2.replay;Champions Field;2023-11-04 03:19:52;loss;[BSG];[TLC];Argon;4284;Fennec;304;1;0;0;2;10;3;1;50;547;58.07;2961;2266;695;27;65;1081;859;222;10;20;31.4;23.7;590;449;142;1794;587928;91.93;26.55;155.41;44.89;98.87;28.56;171.68;49.59;151.31;43.7;23.22;6.71;5.71;0.09;63;72.8;21.04;173.5;50.14;143.94;41.58;202.27;58.42;143.94;41.58;241.47;69.75;104.74;30.25;184.96;53.42;94.36;27.26;66.89;19.32;3030;2488;3463;3886;6;0
6237f6cb-e839-4e13-90ab-441fc691f487;37731_Game2.replay;Champions Field;2023-11-04 03:19:52;loss;[BSG];[TLC];aarav;4284;Fennec;288;0;1;2;1;10;3;1;0;425;42.53;2375;1581;794;19;71;291;90;201;1;18;41.98;36.76;250;343;23;1550;498229;154.62;45.45;127.82;37.57;57.76;16.98;172.28;50.64;148.88;43.76;19.04;5.6;12.28;0.1;124;132.5;38.29;93.7;27.08;95.35;28.03;244.85;71.97;95.35;28.03;262.84;77.26;77.35;22.74;214.74;63.12;88.58;26.04;36.88;10.84;2793;2763;2789;3593;0;2
6237f6cb-e839-4e13-90ab-441fc691f487;37731_Game2.replay;Champions Field;2023-11-04 03:19:52;win;[TLC];[BSG];Terminator;23;Octane;426;1;1;1;3;4;1;1;33.33;436;56.8;2611;1867;744;27;67;590;320;270;7;24;30.21;36.87;303;437;90;1574;496465;139.57;41.78;148.31;44.39;46.19;13.83;200.78;60.1;115.76;34.65;17.53;5.25;8.67;0.11;81;112.5;32.51;102.3;29.57;63.33;18.96;270.74;81.04;63.33;18.96;190.77;57.1;143.3;42.9;136.42;40.84;116.78;34.96;80.87;24.21;3079;3134;2883;3744;2;4
