replay id;replay title;map;date;result;team name;opposing team name;player name;car id;car name;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;percentage most back;time most forward;percentage most forward;time in front of ball;percentage in front of ball;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;demos inflicted;demos taken
c058bf18-e401-4986-a0c1-85123db8bdc4;21479_Game1.replay;Sovereign Heights (Dusk);2023-01-17 04:08:53;win;RCE;AMERICAN MUSCLE;King;23;Octane;240;0;2;0;2;8;3;2;0;366;58.32;2228;1634;594;21;54;263;190;73;3;7;38.83;44.94;169;502;118;1470;497745;183.85;49.93;158.66;43.09;25.73;6.99;231.93;62.99;116.71;31.69;19.59;5.32;6.13;0.15;42;119.3;32.07;130;34.95;81.45;22.12;286.78;77.88;81.45;22.12;271.62;73.76;96.61;26.24;214.79;58.33;105.18;28.56;48.26;13.11;3136;2895;3261;3845;1;1
c058bf18-e401-4986-a0c1-85123db8bdc4;21479_Game1.replay;Sovereign Heights (Dusk);2023-01-17 04:08:53;win;RCE;AMERICAN MUSCLE;rubber ducky;403;Dominus;579;2;0;3;4;8;3;0;50;394;54.38;2341;1645;696;22;62;277;181;96;3;8;37.25;20.63;277;581;118;1556;531848;158.07;42.55;173.81;46.79;39.58;10.66;221.61;59.66;128.15;34.5;21.7;5.84;5.16;0.1;50;119.6;32.15;131.7;35.4;84.16;22.66;287.3;77.34;84.16;22.66;267.9;72.12;103.56;27.88;190.73;51.35;132.26;35.61;48.47;13.05;3092;2855;3365;3796;0;0
c058bf18-e401-4986-a0c1-85123db8bdc4;21479_Game1.replay;Sovereign Heights (Dusk);2023-01-17 04:08:53;win;RCE;AMERICAN MUSCLE;Sooper;23;Octane;409;2;0;2;2;8;3;1;100;401;53.38;2585;1995;590;23;54;616;500;116;5;10;34.32;22.9;280;303;0;1600;545631;155.81;41.96;159.23;42.88;56.31;15.16;242.59;65.32;121.83;32.81;6.94;1.87;10.29;0.12;83;111.3;29.92;90;24.19;83.79;22.56;287.56;77.44;83.79;22.56;277.27;74.67;94.08;25.33;204.62;55.1;118.74;31.98;47.99;12.92;3310;3200;3305;3767;0;0
c058bf18-e401-4986-a0c1-85123db8bdc4;21479_Game1.replay;Sovereign Heights (Dusk);2023-01-17 04:08:53;loss;AMERICAN MUSCLE;RCE;Dies;23;Octane;426;1;0;3;1;8;4;2;100;259;46.59;1661;936;725;12;64;252;146;106;2;11;16.47;39.07;6;282;53;1386;470298;218.57;59.3;135.34;36.72;14.67;3.98;220.76;59.89;139;37.71;8.82;2.39;5.69;0.11;50;130.6;35.11;107.9;29.01;83.78;22.73;284.8;77.27;83.78;22.73;274.4;74.45;94.18;25.55;199;53.99;123.81;33.59;45.77;12.42;3492;3519;3527;3743;0;1
c058bf18-e401-4986-a0c1-85123db8bdc4;21479_Game1.replay;Sovereign Heights (Dusk);2023-01-17 04:08:53;loss;AMERICAN MUSCLE;RCE;NovelSanity.ttv KBM;4284;Fennec;378;2;0;0;6;8;4;0;33.33;466;50.05;2801;2172;629;25;54;418;290;128;3;14;32.59;28.12;517;343;9;1679;572444;134.74;36.29;166.78;44.92;69.74;18.78;195.12;52.56;164.62;44.34;11.51;3.1;9.92;0.08;119;100.9;27.12;132.9;35.73;87.12;23.47;284.13;76.53;87.12;23.47;244.78;65.93;126.47;34.07;181.85;48.98;123.83;33.36;65.56;17.66;2760;2465;3004;3747;1;0
c058bf18-e401-4986-a0c1-85123db8bdc4;21479_Game1.replay;Sovereign Heights (Dusk);2023-01-17 04:08:53;loss;AMERICAN MUSCLE;RCE;K105TY;5361;Dingo;194;0;1;1;1;8;4;2;0;204;53.04;1422;840;582;11;52;243;160;83;2;9;18.26;87.65;31;268;39;1360;465690;249.9;67.27;99.97;26.91;21.6;5.81;242.98;65.41;118.99;32.03;9.49;2.55;8.68;0.12;72;120.3;32.34;110.7;29.76;82.5;22.21;288.97;77.79;82.5;22.21;270.47;72.81;100.99;27.19;201.06;54.13;117.69;31.68;52.72;14.19;3496;3645;3377;3728;0;0
e00ba9cb-0328-4ac6-a443-b8dc8cb209b0;21479_Game2.replay;Sovereign Heights (Dusk);2023-01-17 04:16:41;win;RCE;AMERICAN MUSCLE;King;23;Octane;340;2;0;0;3;10;2;0;66.67;396;59.04;2459;1954;505;24;45;369;251;118;3;11;25.8;33.55;530;463;53;1528;496917;159.37;45.85;142.27;40.93;45.96;13.22;222.15;63.91;105.21;30.27;20.24;5.82;7.36;0.15;50;101.9;29.03;116.9;33.3;93.79;26.98;253.81;73.02;93.79;26.98;256.36;73.75;91.24;26.25;200.09;57.56;96.71;27.82;50.8;14.61;3125;3052;3224;3716;1;1
e00ba9cb-0328-4ac6-a443-b8dc8cb209b0;21479_Game2.replay;Sovereign Heights (Dusk);2023-01-17 04:16:41;win;RCE;AMERICAN MUSCLE;rubber ducky;403;Dominus;722;1;1;4;1;10;2;1;100;374;52.85;2018;1382;636;16;55;295;200;95;2;8;55.13;23.43;265;236;0;1510;497777;160.96;45.89;143.39;40.88;46.37;13.22;203.11;57.91;130.68;37.26;16.93;4.83;6.37;0.12;52;133.5;38.03;114.7;32.68;77.5;22.1;273.22;77.9;77.5;22.1;267.59;76.3;83.13;23.7;218.81;62.39;84.4;24.06;47.51;13.55;3034;2783;3281;3825;0;0
e00ba9cb-0328-4ac6-a443-b8dc8cb209b0;21479_Game2.replay;Sovereign Heights (Dusk);2023-01-17 04:16:41;win;RCE;AMERICAN MUSCLE;Sooper;23;Octane;315;0;1;3;2;10;2;1;0;367;46.89;1978;1389;589;15;52;152;0;152;0;12;34.81;25.47;199;69;0;1529;501370;160.31;45.71;143.59;40.94;46.79;13.34;219.61;62.62;122.72;34.99;8.36;2.38;9.31;0.12;76;105.2;29.97;104.6;29.8;96.44;27.5;254.24;72.5;96.44;27.5;270.72;77.2;79.96;22.8;205.29;58.54;108.14;30.84;37.25;10.62;3348;3292;3467;3701;1;0
e00ba9cb-0328-4ac6-a443-b8dc8cb209b0;21479_Game2.replay;Sovereign Heights (Dusk);2023-01-17 04:16:41;loss;AMERICAN MUSCLE;RCE;K105TY;5361;Dingo;202;1;0;0;2;6;3;0;50;215;55.88;1362;923;439;13;41;321;146;175;3;16;13.89;105.61;70;386;153;1475;480110;192.5;55.38;121.88;35.06;33.23;9.56;219.2;63.06;119.15;34.28;9.27;2.67;7.06;0.12;61;136.7;38.95;104;29.63;84.86;24.41;262.75;75.59;84.86;24.41;230.62;66.34;117;33.66;163.22;46.95;117.33;33.75;67.06;19.29;3229;3227;3267;3955;0;1
