replay id;replay title;map;date;result;team name;opposing team name;player name;car id;car name;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;percentage most back;time most forward;percentage most forward;time in front of ball;percentage in front of ball;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;demos inflicted;demos taken
0632fd2f-e689-4a25-9b82-be4f23eed57b;70408_Game1.replay;Champions Field;2023-04-19 03:14:31;win;[DD];TEAM RESHIRAM;Spoon;403;Dominus;279;0;1;2;3;3;0;0;0;369;51.47;1976;1314;662;16;60;364;200;164;2;14;58.58;38.15;210;308;0;1549;501472;135.63;40.83;163.62;49.26;32.91;9.91;196.02;59.01;124.74;37.55;11.4;3.43;7.02;0.11;62;128.5;38.7;109;32.83;91.19;27.45;240.97;72.55;91.19;27.45;203.43;61.24;128.73;38.76;145.67;43.86;112.42;33.85;74.07;22.3;3061;3012;3166;4129;0;0
0632fd2f-e689-4a25-9b82-be4f23eed57b;70408_Game1.replay;Champions Field;2023-04-19 03:14:31;win;[DD];TEAM RESHIRAM;Dies;23;Octane;116;0;0;0;1;3;0;0;0;308;65.13;1782;1085;697;18;69;679;323;356;5;35;3.5;66.71;136;666;183;1518;491719;150.38;45.28;140.2;42.21;41.54;12.51;206.52;62.18;107.81;32.46;17.78;5.35;5.78;0.13;44;99.4;29.94;133.6;40.24;105.58;31.79;226.54;68.21;105.58;31.79;183.5;55.25;148.62;44.75;128.47;38.68;108.94;32.8;94.71;28.52;3239;3013;3471;4177;2;0
0632fd2f-e689-4a25-9b82-be4f23eed57b;70408_Game1.replay;Champions Field;2023-04-19 03:14:31;win;[DD];TEAM RESHIRAM;rubber ducky;403;Dominus;325;1;0;1;3;3;0;0;33.33;431;59.55;2253;1480;773;20;68;663;415;248;7;24;14.47;30.69;472;596;305;1497;470303;145.75;45.35;136.12;42.35;39.54;12.3;219.08;68.16;86.81;27.01;15.51;4.83;6.17;0.13;49;107.4;32.35;84.5;25.45;72.71;22.62;248.69;77.38;72.71;22.62;185.6;57.75;135.8;42.25;132.61;41.26;102.16;31.79;86.63;26.95;2968;3161;2794;3875;0;3
0632fd2f-e689-4a25-9b82-be4f23eed57b;70408_Game1.replay;Champions Field;2023-04-19 03:14:31;loss;TEAM RESHIRAM;[DD];Monkeylicous;4284;Fennec;84;0;0;0;0;7;1;1;0;186;50.33;1159;432;727;7;63;245;41;204;1;17;23.14;29.48;109;293;58;1409;452274;174.06;52.89;142.34;43.25;12.7;3.86;209.52;63.67;111.49;33.88;8.08;2.46;5.68;0.13;45;103.9;31.3;87.4;26.33;89.88;27.31;239.22;72.69;89.88;27.31;236.52;71.87;92.58;28.13;179.73;54.61;102.64;31.19;46.74;14.2;2953;3041;2888;3425;0;1
0632fd2f-e689-4a25-9b82-be4f23eed57b;70408_Game1.replay;Champions Field;2023-04-19 03:14:31;loss;TEAM RESHIRAM;[DD];LeagueSon;23;Octane;327;0;0;2;1;7;1;0;0;343;50.24;1931;1301;630;16;57;228;100;128;1;13;35.04;41.57;63;333;6;1446;462465;168.43;51.16;139.81;42.47;20.96;6.37;167.8;50.97;146.36;44.46;15.03;4.57;9.24;0.12;78;144.9;43.64;87.1;26.23;92.21;28.01;236.98;71.99;92.21;28.01;238.43;72.43;90.76;27.57;188.67;57.31;94.7;28.77;45.82;13.92;3018;2941;3033;3626;0;1
0632fd2f-e689-4a25-9b82-be4f23eed57b;70408_Game1.replay;Champions Field;2023-04-19 03:14:31;loss;TEAM RESHIRAM;[DD];VT Stormzy;403;Dominus;261;0;0;2;2;7;1;0;0;404;43.43;2292;1774;518;21;49;396;250;146;3;15;78.08;31.97;202;311;62;1560;506823;138.07;41.57;149.71;45.08;44.35;13.35;152.2;45.83;152.28;45.85;27.65;8.33;4.91;0.1;47;84.4;25.42;152.5;45.93;118.16;35.58;213.97;64.42;118.16;35.58;217.42;65.46;114.7;34.54;155.49;46.82;114.69;34.53;61.95;18.65;2572;2379;2718;3765;3;0
f81593e6-1bc3-4617-a7a6-0263ded865db;70408_Game2.replay;Champions Field;2023-04-19 03:22:00;win;[DD];TEAM RESHIRAM;Spoon;403;Dominus;324;1;0;1;1;6;1;0;100;301;39.48;1794;1059;735;12;63;435;196;239;2;20;62.71;20.38;130;157;3;1530;478206;156.03;47.5;128.94;39.26;43.49;13.24;190.68;58.05;127.07;38.69;10.71;3.26;7.09;0.12;59;131.8;39.46;99.5;29.79;73.17;22.28;255.29;77.72;73.17;22.28;220.97;67.29;107.42;32.71;164.14;49.97;110.29;33.58;54.03;16.45;3081;2988;3167;3823;0;2
f81593e6-1bc3-4617-a7a6-0263ded865db;70408_Game2.replay;Champions Field;2023-04-19 03:22:00;win;[DD];TEAM RESHIRAM;Dies;23;Octane;236;0;1;1;3;6;1;0;0;318;58.67;1918;1275;643;18;58;458;289;169;4;15;10.57;50.99;101;483;117;1515;483910;154.96;46.32;150.71;45.05;28.86;8.63;209.24;62.55;112.39;33.6;12.89;3.85;5.64;0.14;41;112.7;33.74;117.7;35.24;81.55;24.38;252.97;75.62;81.55;24.38;219.59;65.64;114.94;34.36;156.61;46.81;112.23;33.55;65.69;19.64;3262;2994;3540;3950;0;0
f81593e6-1bc3-4617-a7a6-0263ded865db;70408_Game2.replay;Champions Field;2023-04-19 03:22:00;win;[DD];TEAM RESHIRAM;rubber ducky;403;Dominus;334;1;0;2;0;6;1;1;0;401;51.18;2274;1479;795;20;64;356;253;103;3;9;41.05;26.71;565;526;50;1553;496591;142.49;42.59;146.23;43.71;45.84;13.7;222.49;66.5;108.36;32.39;3.71;1.11;6.75;0.13;53;86.5;25.9;108.9;32.6;89.29;26.69;245.27;73.31;89.29;26.69;202.95;60.66;131.61;39.34;143.03;42.75;114.23;34.14;77.3;23.1;2795;3002;2605;3835;2;0
f81593e6-1bc3-4617-a7a6-0263ded865db;70408_Game2.replay;Champions Field;2023-04-19 03:22:00;loss;TEAM RESHIRAM;[DD];Monkeylicous;4284;Fennec;138;0;0;1;0;4;2;0;0;282;63.18;1605;1088;517;15;50;296;159;137;3;14;13.99;50.46;238;446;140;1524;482158;143.95;43.42;161.8;48.8;25.81;7.78;213.19;64.3;114.37;34.5;3.99;1.2;4.57;0.11;41;96.7;28.95;104.8;31.38;94.33;28.45;237.23;71.55;94.33;28.45;229.72;69.29;101.83;30.71;169.43;51.1;106.78;32.21;55.35;16.69;2706;2571;2865;3411;2;1
