replay id;replay title;map;date;result;team name;opposing team name;player name;car id;car name;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;percentage most back;time most forward;percentage most forward;time in front of ball;percentage in front of ball;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;demos inflicted;demos taken
d182ce07-4244-41d2-9d5f-42023d6fe93d;50395_Game1.replay;Sovereign Heights (Dusk);2022-10-10 18:54:15;win;3 MEN 1 SOCK;THE AKATSUKI;ScootleBoot;23;Octane;576;2;1;2;5;8;2;0;40;372;45.91;1980;1368;612;16;52;256;166;90;2;8;41.4;16.81;196;153;6;1505;492471;176.08;50.24;133.87;38.2;40.54;11.57;218.78;62.42;118.98;33.95;12.72;3.63;7.05;0.11;65;107.4;30.42;119.3;33.8;84.05;23.98;266.44;76.02;84.05;23.98;253.29;72.27;97.19;27.73;190.71;54.41;113.21;32.3;46.56;13.28;3008;2535;3405;3213;2;1
d182ce07-4244-41d2-9d5f-42023d6fe93d;50395_Game1.replay;Sovereign Heights (Dusk);2022-10-10 18:54:15;win;3 MEN 1 SOCK;THE AKATSUKI;GabeFRFX;7947;Honda Civic Type R;303;1;1;1;1;8;2;1;100;337;43.15;1837;1272;565;14;49;468;341;127;4;11;49.04;18.44;152;127;58;1404;463912;192.65;54.52;147.1;41.63;13.62;3.85;247.26;69.97;97.2;27.51;8.91;2.52;14.61;0.12;117;86.4;24.48;112.8;31.95;86.18;24.39;267.18;75.61;86.18;24.39;253.78;71.82;99.58;28.18;206.56;58.46;88.42;25.02;58.38;16.52;2531;2539;2512;2921;0;0
d182ce07-4244-41d2-9d5f-42023d6fe93d;50395_Game1.replay;Sovereign Heights (Dusk);2022-10-10 18:54:15;win;3 MEN 1 SOCK;THE AKATSUKI;INF3CT3DS0LDI3R;402;Takumi;430;0;1;3;2;8;2;1;0;342;52.69;2055;1518;537;21;47;342;212;130;3;11;46.26;33.84;420;581;87;1524;498970;162.67;46.43;132.21;37.73;55.51;15.84;202.94;57.92;139.25;39.74;8.2;2.34;5.92;0.12;50;145.9;41.33;104.7;29.66;85.77;24.48;264.61;75.52;85.77;24.48;274.9;78.46;75.48;21.54;216.73;61.85;94.93;27.09;38.73;11.05;2892;2965;2832;3265;1;1
d182ce07-4244-41d2-9d5f-42023d6fe93d;50395_Game1.replay;Sovereign Heights (Dusk);2022-10-10 18:54:15;loss;THE AKATSUKI;3 MEN 1 SOCK;DG.fazechun;23;Octane;257;0;0;2;4;8;3;1;0;356;56.4;2152;1514;638;17;61;107;0;107;0;10;35.38;41.87;80;231;0;1466;483850;180.9;51.19;135.6;38.37;36.89;10.44;223.59;63.27;110.1;31.15;19.71;5.58;9.91;0.16;63;161;45.61;93.1;26.37;80.29;22.72;273.11;77.28;80.29;22.72;247.88;70.14;105.52;29.86;178.37;50.47;118.95;33.66;56.08;15.87;3885;4195;3562;4252;0;0
d182ce07-4244-41d2-9d5f-42023d6fe93d;50395_Game1.replay;Sovereign Heights (Dusk);2022-10-10 18:54:15;loss;THE AKATSUKI;3 MEN 1 SOCK;RutFace;403;Dominus;218;0;2;0;0;8;3;0;0;289;47.89;1644;894;750;11;65;601;343;258;4;22;19.15;9.33;130;212;58;1291;420841;225.14;64.24;110.58;31.55;14.76;4.21;244.94;69.89;101.61;28.99;3.92;1.12;4.77;0.09;56;70.5;19.97;111.3;31.53;117.55;33.54;232.92;66.46;117.55;33.54;180.46;51.49;170.02;48.51;124.1;35.41;121.32;34.62;105.05;29.97;2738;2591;2916;3736;0;1
d182ce07-4244-41d2-9d5f-42023d6fe93d;50395_Game1.replay;Sovereign Heights (Dusk);2022-10-10 18:54:15;loss;THE AKATSUKI;3 MEN 1 SOCK;Chyaboi;23;Octane;454;2;0;0;4;8;3;2;50;493;44.59;2841;2185;656;24;51;738;531;207;6;19;71.25;44.83;524;237;75;1644;531945;129.11;37.16;144.19;41.5;74.14;21.34;193.63;55.73;144.63;41.63;9.18;2.64;5.09;0.12;41;114.2;32.35;131.1;37.14;98.95;28.48;248.49;71.52;98.95;28.48;200.19;57.62;147.26;42.38;145.67;41.93;107.62;30.97;94.16;27.1;2910;2606;3233;4114;2;2
de7fd004-3afa-4476-8d5f-6c9105335721;50395_Game2.replay;Sovereign Heights (Dusk);2022-10-10 19:00:44;loss;3 MEN 1 SOCK;THE AKATSUKI;GabeFRFX;7947;Honda Civic Type R;194;0;0;1;4;5;1;1;0;347;49.83;1804;1225;579;14;54;241;63;178;1;18;32.79;42.27;238;201;55;1457;450268;156.02;49.05;130.82;41.13;31.24;9.82;214.78;67.52;101.79;32;1.51;0.47;13.53;0.12;116;94.7;29.78;106.7;33.55;67.16;21.11;250.92;78.89;67.16;21.11;182.06;57.24;136.02;42.76;139.9;43.98;94.12;29.59;84.06;26.43;2438;2570;2250;3161;0;0
de7fd004-3afa-4476-8d5f-6c9105335721;50395_Game2.replay;Sovereign Heights (Dusk);2022-10-10 19:00:44;loss;3 MEN 1 SOCK;THE AKATSUKI;ScootleBoot;23;Octane;286;0;0;2;1;5;1;0;0;371;54.21;1984;1360;624;17;49;513;294;219;4;13;38.16;32.05;158;223;10;1522;471584;147.06;46.24;138.29;43.48;32.72;10.29;189.64;59.62;106.68;33.54;21.76;6.84;9.05;0.13;68;94.8;29.81;122.3;38.46;71.89;22.6;246.19;77.4;71.89;22.6;203.85;64.09;114.23;35.91;134.39;42.25;118.85;37.36;64.84;20.38;2729;2436;3100;3316;1;0
de7fd004-3afa-4476-8d5f-6c9105335721;50395_Game2.replay;Sovereign Heights (Dusk);2022-10-10 19:00:44;loss;3 MEN 1 SOCK;THE AKATSUKI;INF3CT3DS0LDI3R;402;Takumi;164;0;0;1;0;5;1;0;0;337;46.33;1751;1028;723;12;62;505;265;240;3;20;36.92;23.59;303;185;34;1547;469827;150.13;48.13;104.89;33.62;56.93;18.25;178.71;57.29;122.69;39.33;10.55;3.38;7.48;0.12;61;133.9;42.11;85.3;26.82;72.81;23.34;239.14;76.66;72.81;23.34;193.73;62.1;118.22;37.9;149.59;47.95;95.11;30.49;67.26;21.56;3187;3283;3071;3262;2;2
de7fd004-3afa-4476-8d5f-6c9105335721;50395_Game2.replay;Sovereign Heights (Dusk);2022-10-10 19:00:44;win;THE AKATSUKI;3 MEN 1 SOCK;RutFace;23;Octane;343;0;0;3;1;5;0;0;0;292;57.18;1542;926;616;10;46;492;278;214;3;12;20.68;18.75;60;82;29;1340;411662;181.73;57.68;123.81;39.3;9.52;3.02;212;67.29;95.53;30.32;7.53;2.39;5.66;0.1;58;72;22.64;106.6;33.52;101.66;32.27;213.4;67.73;101.66;32.27;196.88;62.49;118.18;37.51;145.8;46.28;95.3;30.25;73.96;23.47;2511;2401;2579;3344;0;1
de7fd004-3afa-4476-8d5f-6c9105335721;50395_Game2.replay;Sovereign Heights (Dusk);2022-10-10 19:00:44;win;THE AKATSUKI;3 MEN 1 SOCK;Chyaboi;23;Octane;290;1;0;1;2;5;0;0;50;457;44.69;2213;1661;552;17;42;667;500;167;5;15;54.54;39.73;440;59;2;1561;475488;130.18;41.71;133.31;42.72;48.59;15.57;180.54;57.85;108.65;34.81;22.89;7.33;4.76;0.09;51;111.7;35.13;117.5;36.95;101.39;32.49;210.69;67.51;101.39;32.49;212.11;67.97;99.97;32.03;165.26;52.95;87.56;28.06;59.26;18.99;2876;2755;2978;3574;2;2
de7fd004-3afa-4476-8d5f-6c9105335721;50395_Game2.replay;Sovereign Heights (Dusk);2022-10-10 19:00:44;win;THE AKATSUKI;3 MEN 1 SOCK;DG.fazechun;23;Octane;98;0;0;0;2;5;0;0;0;367;48.78;1860;1201;659;15;56;355;198;157;2;13;31.44;27.35;104;313;1;1401;434093;171.4;53.89;119.52;37.58;27.13;8.53;182.86;57.49;119.85;37.68;15.34;4.82;9.63;0.19;50;139.5;43.87;91.2;28.68;71;22.32;247.05;77.68;71;22.32;223.47;70.26;94.59;29.74;174.74;54.94;86.43;27.17;56.88;17.88;3075;3213;2978;3587;0;0
7a7197e4-c30f-4642-9c4b-6c42fe59ac28;50395_Game3.replay;Sovereign Heights (Dusk);2022-10-10 19:08:11;win;3 MEN 1 SOCK;THE AKATSUKI;ScootleBoot;23;Octane;435;1;0;2;4;7;0;0;25;392;51.4;2430;1749;681;22;54;830;600;230;6;13;25.77;29.79;296;268;0;1455;530121;185.73;49.73;142.36;38.12;45.35;12.14;250;66.94;111.26;29.79;12.19;3.26;11.42;0.13;88;117.1;31.14;116;30.85;86.81;23.25;286.63;76.75;86.81;23.25;257.53;68.96;115.91;31.04;198.68;53.2;106.61;28.55;68.16;18.25;2892;2583;3048;3453;1;1
7a7197e4-c30f-4642-9c4b-6c42fe59ac28;50395_Game3.replay;Sovereign Heights (Dusk);2022-10-10 19:08:11;win;3 MEN 1 SOCK;THE AKATSUKI;INF3CT3DS0LDI3R;23;Octane;190;0;0;2;1;7;0;0;0;314;38.23;1941;1066;875;13;75;356;187;169;2;14;50.08;28.69;426;241;12;1543;567436;162.23;43.09;148.19;39.36;66.1;17.56;236.82;62.9;123.75;32.87;15.95;4.24;6.21;0.11;59;142.3;37.85;117.5;31.25;86.2;22.89;290.31;77.11;86.2;22.89;273.82;72.72;102.7;27.28;214.92;57.08;103.81;27.57;57.78;15.35;3213;3191;3158;3572;1;0
7a7197e4-c30f-4642-9c4b-6c42fe59ac28;50395_Game3.replay;Sovereign Heights (Dusk);2022-10-10 19:08:11;win;3 MEN 1 SOCK;THE AKATSUKI;GabeFRFX;7947;Honda Civic Type R;314;0;1;2;2;7;0;0;0;361;52.55;2225;1536;689;18;61;398;250;148;3;14;45.7;29.68;215;283;57;1391;506896;196.69;52.66;154.09;41.26;22.7;6.08;244.35;65.43;119.21;31.92;9.92;2.66;15.38;0.11;142;115.7;30.77;135.4;36.01;86.72;23.22;286.75;76.78;86.72;23.22;258.47;69.21;115;30.79;197.16;52.79;118.11;31.63;58.2;15.58;2672;2508;2809;3279;1;1
7a7197e4-c30f-4642-9c4b-6c42fe59ac28;50395_Game3.replay;Sovereign Heights (Dusk);2022-10-10 19:08:11;loss;THE AKATSUKI;3 MEN 1 SOCK;RutFace;23;Octane;142;0;0;0;5;7;1;0;0;278;51.71;1692;1127;565;14;49;417;218;199;3;17;33.06;41.26;171;289;85;1297;476407;232.86;61.85;121.6;32.3;22.02;5.85;257.62;68.43;103.57;27.51;15.29;4.06;7.38;0.11;66;74.5;19.81;155.5;41.36;126.15;33.51;250.33;66.49;126.15;33.51;201.08;53.41;175.4;46.59;145.2;38.57;126.66;33.64;104.62;27.79;2687;2662;2750;3560;0;0
7a7197e4-c30f-4642-9c4b-6c42fe59ac28;50395_Game3.replay;Sovereign Heights (Dusk);2022-10-10 19:08:11;loss;THE AKATSUKI;3 MEN 1 SOCK;DG.fazechun;23;Octane;158;0;0;1;1;7;1;0;0;302;58.44;1808;1238;570;16;46;152;100;52;1;5;14.71;42.67;163;390;0;1403;513349;203.79;54.57;141.49;37.88;28.2;7.55;239.94;64.24;130.44;34.93;3.1;0.83;11.81;0.22;54;177.5;47.21;86.4;22.98;79.93;21.4;293.55;78.6;79.93;21.4;258.66;69.26;114.82;30.74;194.95;52.2;116.1;31.09;62.43;16.72;3499;3470;3540;3780;0;1
7a7197e4-c30f-4642-9c4b-6c42fe59ac28;50395_Game3.replay;Sovereign Heights (Dusk);2022-10-10 19:08:11;loss;THE AKATSUKI;3 MEN 1 SOCK;Chyaboi;23;Octane;413;0;0;4;1;7;1;1;0;460;49.15;2848;2167;681;27;51;996;679;317;7;20;88.47;52.89;408;536;20;1598;579280;144.97;39.16;152.38;41.16;72.89;19.69;188.62;50.95;146.75;39.64;34.87;9.42;6.09;0.1;59;124.7;33.16;131.3;34.92;103.45;27.94;266.79;72.06;103.45;27.94;230.18;62.17;140.06;37.83;170.41;46.03;113.4;30.63;86.43;23.34;2591;2286;3050;3746;2;2
0b5fe9bb-7c0c-46a6-baf9-5b38184e9e14;50395_Game4.replay;Sovereign Heights (Dusk);2022-10-10 19:15:26;loss;3 MEN 1 SOCK;THE AKATSUKI;INF3CT3DS0LDI3R;23;Octane;420;0;1;4;1;8;2;1;0;352;42.98;2128;1487;641;18;54;515;385;130;4;11;51.63;26;303;224;14;1531;510289;150.17;43.03;148.88;42.66;49.94;14.31;204.98;58.74;134.32;38.49;9.69;2.78;4.9;0.09;53;115.1;32.98;119.6;34.27;97.97;28.07;251.02;71.93;97.97;28.07;221.21;63.39;127.78;36.61;175.76;50.36;90.29;25.87;82.94;23.77;3063;2979;3006;3659;1;0
0b5fe9bb-7c0c-46a6-baf9-5b38184e9e14;50395_Game4.replay;Sovereign Heights (Dusk);2022-10-10 19:15:26;loss;3 MEN 1 SOCK;THE AKATSUKI;GabeFRFX;7947;Honda Civic Type R;82;0;0;0;0;8;2;1;0;334;51.38;1822;1258;564;17;54;315;154;161;2;16;46.1;30.72;193;474;49;1423;471541;171.99;49.69;149.05;43.06;25.11;7.25;243.74;70.41;95.51;27.59;6.9;1.99;15.51;0.13;115;94.5;27.08;110.9;31.78;100.52;29.04;245.62;70.96;100.52;29.04;214.51;61.97;131.64;38.03;168.88;48.79;102.29;29.55;74.97;21.66;2959;3006;2952;3585;2;1
0b5fe9bb-7c0c-46a6-baf9-5b38184e9e14;50395_Game4.replay;Sovereign Heights (Dusk);2022-10-10 19:15:26;loss;3 MEN 1 SOCK;THE AKATSUKI;ScootleBoot;23;Octane;431;1;0;1;4;8;2;0;25;397;44.16;2095;1463;632;18;48;621;412;209;6;10;37.84;22.97;278;222;70;1400;465315;199.1;57.03;120.21;34.44;29.78;8.53;214.15;61.35;120.47;34.51;14.47;4.15;9.78;0.14;72;126.7;36.3;104;29.8;67.2;19.25;281.9;80.75;67.2;19.25;235.96;67.59;113.13;32.41;180.55;51.72;99.22;28.42;69.32;19.86;2810;2711;2855;3623;1;0
