player name,WAR,teammate_WAR,performance,avg_performance,cWAR
above,0.9254475828836046,4.668535305518763,0.1982308202295516,0.5793787629786719,0.43205539226863154
argon,1.8957511810845042,3.151662114324181,0.6015083826620846,0.5793787629786719,1.9243977518998217
awe,2.245462846528378,3.908521437737607,0.5745044212494157,0.5793787629786719,2.2391530600285288
chasedigi,1.0922423551403333,4.421199935844577,0.2470465871233402,0.5793787629786719,0.6620416853572848
definitelyanna,2.171708452448822,4.046514730984601,0.5366861600230479,0.5793787629786719,2.116443305945866
deso,2.596122420996463,3.557861863269522,0.7296861207002393,0.5793787629786719,2.7906937886310157
dies,2.3791753908546194,4.212225434487016,0.564826224963044,0.5793787629786719,2.360337276292725
front flip freddy,2.061520237345847,3.716237843112747,0.5547331264511055,0.5793787629786719,2.0296167079505953
gilan,1.3699580776362283,3.677455217772457,0.3725288267319955,0.5793787629786719,1.1021929089796785
hotshot,3.060763188473667,2.5332196999286998,1.2082501918644544,0.5793787629786719,3.8748309482919527
internine,1.7020909001138784,3.4369149741879523,0.4952380006188647,0.5793787629786719,1.5931715268088917
judin,1.9240562785357787,4.294166904897644,0.4480627607514107,0.5793787629786719,1.7540690301870308
leon,2.431237342609005,3.082204948375905,0.7887980790797472,0.5793787629786719,2.7023285477272507
lukethighwalkr4,1.7957326825212858,4.79566814282035,0.3744489045201549,0.5793787629786719,1.5304530353113903
naseiink,1.6077721170450954,3.9862107713572716,0.40333344352929495,0.5793787629786719,1.3798832159948975
paz,2.122458452448822,4.095764730984601,0.5182080983295625,0.5793787629786719,2.043273640339095
peak,3.4369149741879523,1.7020909001138784,2.01923115502116,0.5793787629786719,5.300789460163233
pops,2.1073228689247947,3.6704352115337997,0.5741343321638928,0.5793787629786719,2.1005340058141373
psydunk,1.9899625932355716,3.5234796977493383,0.5647719765511016,0.5793787629786719,1.9710542546482959
roo,1.6089149741879525,4.168843106270642,0.3859380008251866,0.5793787629786719,1.3585078469587228
snipey,2.0224996516073075,3.9422896257952598,0.5130266529312437,0.5793787629786719,1.9366075103770584
testie,2.178233522575049,3.786555754827518,0.5752545752952395,0.5793787629786719,2.172894802966702
tortle,1.7640561032202107,4.200733174182357,0.41994005095635994,0.5793787629786719,1.557664288991535
toucan,1.7817040366879526,3.2657092587207326,0.5455795037265181,0.5793787629786719,1.7379512344471697
v heavy af v,1.3123990167411441,4.841585267524841,0.2710680374760973,0.5793787629786719,0.9132938736079584
vpr.vnm,2.4164927519657304,4.174908073375905,0.5788134036713559,0.5793787629786719,2.415760900010531
