player name,WAR,teammate_WAR,performance,avg_performance,cWAR
argon,2.4536449397375995,4.263997146917059,0.5754330632025928,0.5196084473658843,2.5342218858780643
brictone,1.7471427437916534,3.4042449470427663,0.5132247446851258,0.5196084473658843,1.737928542146472
capijack,1.6335819329808425,3.5178057578535773,0.4643752513434932,0.5196084473658843,1.553858638975917
deso,2.7745983051222147,4.230172571782891,0.6559066463694659,0.5196084473658843,2.971330382460259
fernado,2.4219879434689426,4.627136334699079,0.5234312906032957,0.5196084473658843,2.427505814555514
front flip freddy,2.0529245106331215,4.9961997675349,0.41089720310483585,0.5196084473658843,1.8960112933651692
greencheeze,2.6786061315980643,4.039035955056594,0.6631795709183115,0.5196084473658843,2.88583590857761
hotshot,2.5943768253308197,3.0495417862548595,0.8507431631284424,0.5196084473658843,3.0723348687015837
jbassfox,1.6946310626189551,3.949287548966724,0.4290979174363568,0.5196084473658843,1.5639886571860317
king,2.0923386897375993,4.912432187167506,0.4259272413374597,0.5196084473658843,1.9571197477101923
leagueson,1.879893235192145,3.689900106747926,0.5094699533340427,0.5196084473658843,1.8652593881820962
leon,2.4897663213165466,3.231276063685725,0.770521079674207,0.5196084473658843,2.8519322468037647
lukethighwalkr4,1.2977672611661708,4.209123808046627,0.30832242536682225,0.5196084473658843,0.9927981689533316
malmoo,1.9804860111661708,3.9947130937609128,0.495776784134852,0.5196084473658843,1.9460875183897661
paz,1.2645426371060204,4.456499747896251,0.28375243097522096,0.5196084473658843,0.924109348945025
peak,2.9408706046312165,2.8885166081986027,1.0181248729136663,0.5196084473658843,3.6604264953335903
pops,2.1378338820452916,4.866936994859814,0.4392565353328288,0.5196084473658843,2.0218543702989082
ral days,2.325625053373963,3.505218288566108,0.6634750996707012,0.5196084473658843,2.5332813949434727
renshirokamazaki,1.3647627968804565,4.610436308046627,0.29601597456156725,0.5196084473658843,1.0420306406706188
roo,1.3549107236359044,4.289007887949775,0.31590306174129623,0.5196084473658843,1.0608834806360208
senor brightside,1.6687023261012357,4.162141015838835,0.4009240243785749,0.5196084473658843,1.4973938770340038
shaunch,2.516677975451885,2.990213093760913,0.8416383369810465,0.5196084473658843,2.981494162401407
snipey,2.1082705079194173,3.4615228340206534,0.6090586741762449,0.5196084473658843,2.237382477610954
terminator,2.6299502968804562,3.3452488080466276,0.786174795296063,0.5196084473658843,3.014710710151521
testie,1.8365159624648721,3.994327379475199,0.45978103144519056,0.5196084473658843,1.7501613965066238
theodorelasso,1.6924458325947422,3.814445236618056,0.4436938342560372,0.5196084473658843,1.5828710939217705
tipsy,2.5742118240659577,4.474912454102064,0.5752541195987484,0.5196084473658843,2.654530483984242
tophatbear,1.5816295988285085,3.988163743111562,0.3965809080834084,0.5196084473658843,1.4040523193796928
tortle,1.5853910153189947,5.132251071335664,0.30890753263682363,0.5196084473658843,1.2812664637496454
toucan,1.9667334265797045,3.754308958422567,0.5238603024845507,0.5196084473658843,1.972870531076688
uday,1.2377216684610035,4.591665544368816,0.2695583239896329,0.5196084473658843,0.8768006836639006
vpr.vnm,1.7706630140619237,3.3807246767724957,0.523752503783401,0.5196084473658843,1.776644522501391
waycey,1.6507949397375992,4.17859227309222,0.3950600661298755,0.5196084473658843,1.4710224853047507
