player name,WAR,teammate_WAR,performance,avg_performance,cWAR
1232char,1.899552889003149,4.535887028006298,0.4187831128232657,0.5129591065274582,1.7618577113966987
5.0stormzy,2.297229205355889,4.214907040848764,0.5450248802861597,0.5129591065274582,2.344112728843426
aarav,2.1242409470388632,3.153231220223279,0.6736711641743945,0.5129591065274582,2.3592188267594763
alex,2.3817688691167853,3.841351374597207,0.6200341069727137,0.5129591065274582,2.5383237471022544
arby,1.9915221970388632,4.369370286934869,0.45579158236916656,0.5129591065274582,1.9079372824265253
argon,2.031403508615218,3.268522534471815,0.6215051256923605,0.5129591065274582,2.1901091702122772
awe,1.816275545253149,4.326019840506298,0.4198491019959308,0.5129591065274582,1.6801389555912838
brictone,1.4907501045480207,4.16343610653194,0.3580576395081961,0.5129591065274582,1.2642679175937517
capijack,2.1255126651855814,4.1717246546954865,0.5095045433531212,0.5129591065274582,2.120461731596952
ch,1.7803370509349672,4.442783192779025,0.40072562033380266,0.5129591065274582,1.6162399258930202
chyaboi,2.172081945081916,4.340054301122736,0.5004734490349618,0.5129591065274582,2.1538266046459804
definitelyanna,1.8770629250608413,3.9431950808909133,0.47602588422704756,0.5129591065274582,1.823062681429675
deso,2.2828975404454566,3.537360465506298,0.6453675170247904,0.5129591065274582,2.4764925202583035
dies,2.0428250957668475,4.469311150437806,0.45707828947347645,0.5129591065274582,1.9611214818585077
fernado,2.052224764003149,4.383215153006298,0.4682007823858699,0.5129591065274582,1.9867834009801995
front flip freddy,1.8874407399995259,4.400048146665718,0.42895911069286746,0.5129591065274582,1.7646239382812963
greensleeves,2.702948475996392,3.594288843884676,0.75201203726161,0.5129591065274582,3.0524689265920317
hotshot,2.5058748756102918,3.325468501220584,0.7535404033117536,0.5129591065274582,2.857629957627854
internine,1.6566580629418282,3.6208141043203144,0.45753745296261483,0.5129591065274582,1.5756257942001335
judin,1.342350160289381,4.945138726375863,0.2714484334139494,0.5129591065274582,0.989236232628881
keaters,2.474882155830072,3.266083542429375,0.7577522508775779,0.5129591065274582,2.8327954006215688
king,1.496573157281451,3.7808990099806916,0.39582468437555374,0.5129591065274582,1.3253103499815755
leagueson,1.6645114827531489,3.560382010221745,0.4675092386082136,0.5129591065274582,1.5980590102155376
leon,2.126698822496739,3.527487388583221,0.6028933879054648,0.5129591065274582,2.2581921719181404
lukethighwalkr4,1.4687761786990947,4.828461141181974,0.3041913636151887,0.5129591065274582,1.163535848248268
luma,2.0367372840352003,3.6174489270447596,0.5630313862369007,0.5129591065274582,2.109948207292436
mini,2.9615058656645417,3.904451604746804,0.7584947043687559,0.5129591065274582,3.32050465531
paz,1.7819457390822628,5.084011731329083,0.350499926682195,0.5129591065274582,1.544413383513437
peak,3.057697986376337,3.229790900288907,0.9467170107212898,0.5129591065274582,3.6918975239333522
phrez,1.6602975404454567,4.159960465506298,0.3991137786554388,0.5129591065274582,1.4938437338603034
pops,2.06101432366224,4.1621059200517525,0.49518545737457176,0.5129591065274582,2.0350273849471723
ral days,2.483662264003149,3.951777653006298,0.6284924107796687,0.5129591065274582,2.6525840690486735
renshirokamazaki,1.5336206173685336,4.207345080890914,0.3645102999356987,0.5129591065274582,1.3165728965520986
roo,1.4639463041817204,4.367397072649155,0.3351988106027023,0.5129591065274582,1.2040421125082454
rubber ducky,2.070240389003149,4.0720549967562985,0.508401873415819,0.5129591065274582,2.0635772363458784
senor brightside,1.7324629250608412,4.008502773198606,0.4321970129706093,0.5129591065274582,1.61438027598247
snipey,1.8507483362014248,3.4491777068856084,0.5365766839170878,0.5129591065274582,1.8852797107629056
terminator,2.686111482753149,3.6747810012205835,0.7309582480863358,0.5129591065274582,3.0048490859823573
testie,2.1225058656645412,4.743451604746804,0.44746021305256606,0.5129591065274582,2.0267396155267448
tipsy,2.0342601108019296,3.1906333821729644,0.6375725027412918,0.5129591065274582,2.216457962387146
tophatbear,1.6832588041817202,4.677633679792012,0.359852634774206,0.5129591065274582,1.4594010885203403
tortle,1.4177741982703904,3.8821518448166428,0.3652031798198128,0.5129591065274582,1.2017395404963556
toucan,1.8615221970388633,3.969821179792012,0.46891840028330767,0.5129591065274582,1.7971300666276941
vpr.vnm,2.255779451503149,3.886515934256298,0.5804117337125501,0.5129591065274582,2.354402265183738
waycey,1.5261218994198156,3.6987715935550787,0.4126023629247627,0.5129591065274582,1.3793898173800698
