player name,WAR,cluster,teammate_WAR,performance,avg_performance,cWAR
alex,2.871627247174196,1,3.1735329034393014,0.9048676457906214,0.523682630955775,3.4175471311397154
arby,1.8138064226498831,3,2.8748044943483926,0.6309320951096548,0.523682630955775,1.967405364758396
argon,2.3484782572752065,2,4.456439847883746,0.5269852926188248,0.523682630955775,2.353208214124771
bamboo,2.5632599110219765,2,3.5596540715154115,0.7200868004375348,0.523682630955775,2.8445431127246494
definitelyanna,2.319754097068488,2,3.8031598854689,0.6099543976396565,0.523682630955775,2.443309512482629
deso,2.5503201376170868,2,4.470274890618788,0.5705063335073929,0.523682630955775,2.617379411379174
dies,2.097745872451358,3,4.373267049780765,0.47967477141751946,0.523682630955775,2.0347193508471326
domo,1.486044923941873,4,5.3188731812170795,0.2793909298664331,0.523682630955775,1.1361788696054647
front flip freddy,1.6149967757937247,4,3.2669454034393013,0.49434458687112576,0.523682630955775,1.5729798522548855
g_llama,1.5577414517196506,4,4.692157903439302,0.33198828423439086,0.523682630955775,1.2832034939137147
hotshot,2.970394923941873,1,3.8345231812170795,0.7746451862625247,0.523682630955775,3.3298147430344742
kameron,1.5107102017196505,4,4.960302720512472,0.3045600816805737,0.523682630955775,1.1968905288073373
king,1.3424727017196507,5,3.346138215278625,0.4012006125717871,0.523682630955775,1.1670582266962302
klosty,1.994507928992378,3,4.050652221621119,0.49239179763355545,0.523682630955775,1.9496942888133386
leagueson,2.3479465112434603,2,4.363190641534539,0.5381260421886321,0.523682630955775,2.368631861080006
leon,2.5884852017196507,2,3.6614141534393014,0.7069632369471754,0.523682630955775,2.850973293491323
luma,1.9905727017196506,3,3.871926653439301,0.5141039280667914,0.523682630955775,1.9768544175107088
monkeylicous,1.2398999744469235,5,4.8830140080904645,0.25392103573583535,0.523682630955775,0.8535568260295363
mrkaivo,2.8625568480611143,1,3.6084560741710083,0.7932913105277986,0.523682630955775,3.248680996020671
pastamafia,1.1790249744469234,5,4.866135176166574,0.24229186649429074,0.523682630955775,0.7760269354229105
penquan,1.5323317926287416,4,3.156279124369534,0.4854867811904388,0.523682630955775,1.4776290287205351
ral days,2.929150642896121,1,3.364554962262831,0.8705908138668425,0.523682630955775,3.4259804436257024
reapzz,0.9908602017196508,5,5.302845403439301,0.18685443876546018,0.523682630955775,0.5084666121486612
renshirokamazaki,1.3528879794974285,5,3.4947172672385847,0.3871237287720382,0.523682630955775,1.1573130824440794
roo,1.2063501210744896,5,3.6412551256615235,0.3313006310853669,0.523682630955775,0.9308273304112432
rubber ducky,2.288367146164095,2,2.559238100571918,0.8941595335161309,0.523682630955775,2.818951245188246
senor brightside,2.103672701719651,3,4.146226653439301,0.5073704062884867,0.523682630955775,2.080310902459405
seq,2.022101273148222,3,4.6890358796297775,0.43124030718823947,0.523682630955775,1.8897086010843918
spoon,1.3172393683863173,5,3.5647028108467085,0.3695229134889478,0.523682630955775,1.0964571975339017
terminator,2.6137289517196507,2,3.248770403439301,0.8045286761270154,0.523682630955775,3.0159468627739097
thepistolcrab,2.37369476054318,2,3.920010844615772,0.6055327024932867,0.523682630955775,2.4909175783805697
tipsy,2.303602188899138,2,4.716992839336737,0.4883624519606119,0.523682630955775,2.2530178603755333
toucan,2.1666727017196505,3,4.853922326516225,0.4463756434427172,0.523682630955775,2.0559563303766226
vpr.vnm,2.341089368386317,2,4.370047784391682,0.5357125331095667,0.523682630955775,2.358318174693826
vt stormzy,1.949706035052984,3,2.9322361441800417,0.6649212202512399,0.523682630955775,2.1519830167780936
zyphon,1.2581977017196506,5,4.604301653439301,0.2732656972593895,0.523682630955775,0.8995593028682097
