player name,WAR,teammate_WAR,performance,avg_performance,cWAR
bylebukong,2.1914823193010124,3.027916205553592,0.7237592359001047,0.511978428635346,2.5017211820436045
capijack,2.08222169838598,3.399384573242548,0.6125290191570838,0.511978428635346,2.2295188083292894
definitelyanna,2.132867143149251,3.920813554591185,0.5439858624880828,0.511978428635346,2.1797550080414076
deso,2.316900374856568,3.394394499713136,0.682566618303315,0.511978428635346,2.5667959468086865
dies,2.589287874856568,4.530753381292084,0.5714916829390861,0.511978428635346,2.676469166550395
fernado,2.5838536643302525,4.5361875918184,0.5696090851689128,0.511978428635346,2.668277128255059
front flip freddy,2.026150619954607,4.541614965399411,0.4461299857850054,0.511978428635346,1.9296888759131787
gam,2.203517041523235,3.745228527490914,0.5883531606546486,0.511978428635346,2.315398804134126
gangster.goose,1.392019124856568,4.319275749713135,0.3222806797989267,0.511978428635346,1.1141298551728098
judin,1.3382301825488758,3.8811683423057284,0.3448008600816987,0.511978428635346,1.0933308481190283
leagueson,1.6896860230047162,3.5297125018498883,0.4787035833992621,0.511978428635346,1.6409415202459137
lukethighwalkr4,2.023238855248725,4.544526730105293,0.44520342279994646,0.511978428635346,1.925419784023324
paz,2.035037874856568,3.853396802344715,0.5281153172749529,0.511978428635346,2.0586768912736546
psydunk,2.002375374856568,3.708919499713136,0.5398810556582423,0.511978428635346,2.0432500857754476
ral days,2.7053284153971084,3.3037041280915145,0.8188773299623305,0.511978428635346,3.154906294310399
renshirokamazaki,1.4884647041248606,4.565215993615576,0.3260447492969596,0.511978428635346,1.2160894404335996
roo,1.9468997169618312,5.173141539186821,0.37634766074230963,0.511978428635346,1.7482134633418978
senor brightside,2.0127473343160274,3.9962852091725956,0.5036545764291817,0.511978428635346,2.000553677697987
snipey,2.518376110150686,4.049389475203332,0.6219150135031727,0.511978428635346,2.6794228145414216
solahz,2.347458927488147,3.540975749713136,0.6629412606619295,0.511978428635346,2.5686052057048405
testie,1.8175893454448033,3.6640169261837245,0.49606466947682,0.511978428635346,1.7942771926247958
tophatbear,1.5817952277977445,3.899811043830783,0.40560817178566366,0.511978428635346,1.4259728568242147
tortle,1.6758434304121237,4.272902138602025,0.3922026238963697,0.511978428635346,1.500383199023714
toucan,2.0693850970787904,3.8793604719353585,0.5334345988338648,0.511978428635346,2.1008163581414525
uday,1.505937874856568,4.382496802344715,0.34362555017743857,0.511978428635346,1.2593168225204705
v heavy af v,1.290956793775487,4.718075749713136,0.27361934446558617,0.511978428635346,0.9417832678442855
vpr.vnm,2.432348850466324,3.621331847274112,0.6716724545134487,0.511978428635346,2.6662855023049956
